minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0.015625,0.19745222929936307,0.00980392156862745,0.7287671232876712,0.05232558139534883
0.03125,0.1464968152866242,0.0,0.4849315068493151,0.08139534883720931
0.078125,0.06369426751592357,0.0,0.4383561643835616,0.1569767441860465
0.015625,0.006369426751592357,0.0,0.0,0.2313953488372093
0.03125,0.03184713375796178,0.0,0.0,0.08953488372093023
0.0,0.012738853503184714,0.0196078431372549,0.24657534246575344,0.0872093023255814
0.03125,0.06369426751592357,0.0,0.0,0.14069767441860465
0.03125,0.012738853503184714,0.0,0.0,0.11395348837209301
0.046875,0.2356687898089172,0.0196078431372549,0.536986301369863,0.0755813953488372
0.0,0.006369426751592357,0.0196078431372549,0.0958904109589041,0.06395348837209303
0.03125,0.012738853503184714,0.0,0.9808219178082191,0.06162790697674418
0.03125,0.0,0.00980392156862745,1.0,0.05232558139534883
0.0,0.356687898089172,0.0,0.20273972602739726,0.09186046511627907
0.03125,0.0,0.0,0.0,0.0872093023255814
0.015625,0.5286624203821656,0.0,0.7890410958904109,0.09302325581395349
0.015625,0.012738853503184714,0.0,0.0,0.436046511627907
0.0,0.07643312101910829,0.0196078431372549,0.0,0.04767441860465116
0.015625,0.0445859872611465,0.0,0.04657534246575343,0.0872093023255814
0.03125,0.07643312101910829,0.0,0.0,0.18604651162790697
0.0625,0.050955414012738856,0.00980392156862745,0.273972602739726,0.0755813953488372
0.015625,0.15923566878980894,0.0,0.1780821917808219,0.11627906976744186
0.03125,0.05732484076433121,0.0196078431372549,0.46301369863013697,0.19767441860465115
0.046875,0.21019108280254778,0.00980392156862745,0.0,0.08139534883720931
0.0,0.012738853503184714,0.0,0.0,0.05697674418604651
0.046875,0.1910828025477707,0.0,0.0,0.22674418604651161
0.015625,0.089171974522293,0.0,0.049315068493150684,0.13953488372093023
0.046875,0.21019108280254778,0.0,0.5452054794520548,0.11046511627906977
0.015625,0.03184713375796178,0.0,0.0,0.19186046511627908
0.0,0.006369426751592357,0.0,0.0,0.06976744186046512
0.015625,0.6305732484076434,0.0,0.4821917808219178,0.29069767441860467
0.453125,0.0,0.47058823529411764,1.0,0.38372093023255816
0.09375,0.1656050955414013,0.0,0.0027397260273972603,0.11627906976744186
0.03125,0.8089171974522293,0.0196078431372549,0.4301369863013699,0.2616279069767442
0.0,0.0,0.0,0.4849315068493151,0.1744186046511628
0.03125,0.019108280254777073,0.47058823529411764,0.44931506849315067,0.8127906976744186
0.015625,0.0,0.00980392156862745,0.9643835616438357,0.1569767441860465
0.015625,0.006369426751592357,0.0,0.9589041095890412,0.18604651162790697
0.0625,0.07006369426751592,0.0,0.0,0.1744186046511628
0.0,0.15286624203821658,0.0,0.052054794520547946,0.10813953488372093
0.0,0.0,0.0,0.4547945205479452,0.05813953488372093
0.015625,0.10828025477707007,0.0392156862745098,0.0,0.0872093023255814
0.046875,0.6687898089171975,0.0,0.3917808219178082,0.20465116279069767
0.03125,0.06369426751592357,0.0,0.03561643835616438,0.20348837209302326
0.140625,0.025477707006369428,0.0196078431372549,0.12054794520547946,0.08139534883720931
0.046875,0.0,0.0,0.0,0.20348837209302326
0.0,0.006369426751592357,0.00980392156862745,0.9917808219178083,0.5813953488372093
0.203125,0.025477707006369428,0.00980392156862745,0.0,0.04883720930232558
0.015625,0.1337579617834395,0.0,0.7671232876712328,0.05232558139534883
0.015625,0.025477707006369428,0.0,0.0,0.13953488372093023
0.03125,0.025477707006369428,0.0,0.0,0.05581395348837209
0.015625,0.10191082802547771,0.0196078431372549,0.904109589041096,0.046511627906976744
0.09375,0.006369426751592357,0.0,0.0,0.2651162790697674
0.203125,0.06369426751592357,0.0196078431372549,0.9178082191780822,0.3941860465116279
0.0,0.089171974522293,0.0,0.9945205479452055,0.04883720930232558
0.015625,0.08280254777070065,0.0,0.016438356164383564,0.10465116279069767
0.03125,0.006369426751592357,0.0,0.0,0.10348837209302325
0.015625,0.6305732484076434,0.0,0.07945205479452055,0.09883720930232558
0.03125,0.019108280254777073,0.0,0.0,0.23255813953488372
0.453125,0.8662420382165605,0.0,0.3287671232876712,0.22093023255813954
0.0,0.050955414012738856,0.049019607843137254,1.0,0.10348837209302325
0.015625,0.025477707006369428,0.0,0.0,0.18023255813953487
0.296875,0.012738853503184714,0.0,0.06575342465753425,0.11627906976744186
0.015625,0.10191082802547771,0.0392156862745098,0.7506849315068493,0.040697674418604654
0.09375,0.624203821656051,0.0,0.0958904109589041,0.1511627906976744
0.03125,0.012738853503184714,0.0,0.1506849315068493,0.11627906976744186
0.0,0.10191082802547771,0.0,0.0,0.06976744186046512
0.015625,0.03184713375796178,0.029411764705882353,0.852054794520548,0.09302325581395349
0.0,0.019108280254777073,0.0,0.9945205479452055,0.3488372093023256
0.015625,0.012738853503184714,0.0,0.0,0.08139534883720931
0.015625,0.050955414012738856,0.0392156862745098,0.4684931506849315,0.06744186046511627
0.015625,0.038216560509554146,0.0,0.0,0.16162790697674417
0.078125,0.019108280254777073,0.0196078431372549,0.03561643835616438,0.05813953488372093
0.453125,0.0,0.49999999999999994,0.904109589041096,0.17325581395348838
0.0,0.2484076433121019,0.0,0.17534246575342466,0.19767441860465115
0.03125,0.8535031847133758,0.0196078431372549,0.5726027397260274,0.19767441860465115
0.0,0.012738853503184714,0.0,0.0,0.040697674418604654
0.09375,0.006369426751592357,0.0,0.0,0.1744186046511628
0.03125,0.10828025477707007,0.0,0.0,0.1744186046511628
0.453125,0.06369426751592357,0.3725490196078431,0.6602739726027397,0.1744186046511628
0.453125,0.2802547770700637,0.06862745098039216,0.27123287671232876,0.06976744186046512
0.015625,0.03184713375796178,0.00980392156862745,0.0,0.09883720930232558
0.046875,0.012738853503184714,0.0,0.0,0.11627906976744186
0.015625,0.10191082802547771,0.0,0.0,0.09883720930232558
0.046875,0.038216560509554146,0.00980392156862745,0.021917808219178082,0.1744186046511628
0.015625,0.10191082802547771,0.0,0.0,0.09302325581395349
0.0,0.012738853503184714,0.0196078431372549,0.0,0.1372093023255814
